BFS_NR_GEMEINDE;GEMEINDE_NAME;BEZIRK_NR;BEZIRK_NAME;JAHR;ANZAHL_PERSONEN
4611;Thundorf;2012;Bezirk Frauenfeld;2020;1512
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2020;1363
4651;Gottlieben;2013;Bezirk Kreuzlingen;2020;334
4683;Lengwil;2013;Bezirk Kreuzlingen;2020;1723
4846;Raperswilen;2013;Bezirk Kreuzlingen;2020;416
4851;Salenstein;2013;Bezirk Kreuzlingen;2020;1409
4701;Wäldi;2013;Bezirk Kreuzlingen;2020;1055
4716;Bettwiesen;2014;Bezirk Münchwilen;2020;1225
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2020;2949
4723;Braunau;2014;Bezirk Münchwilen;2020;801
4761;Sirnach;2014;Bezirk Münchwilen;2020;7887
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2020;1329
4901;Birwinken;2015;Bezirk Weinfelden;2020;1330
4471;Bischofszell;2015;Bezirk Weinfelden;2020;5878
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2020;2007
4495;Hohentannen;2015;Bezirk Weinfelden;2020;610
4941;Märstetten;2015;Bezirk Weinfelden;2020;2887
4416;Hefenhofen;2011;Bezirk Arbon;2020;1276
4446;Sommeri;2011;Bezirk Arbon;2020;622
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2020;1814
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2020;2864
4571;Gachnang;2012;Bezirk Frauenfeld;2020;4472
4546;Schlatt;2012;Bezirk Frauenfeld;2020;1808
4864;Steckborn;2012;Bezirk Frauenfeld;2020;3828
4606;Stettfurt;2012;Bezirk Frauenfeld;2020;1217
4643;Bottighofen;2013;Bezirk Kreuzlingen;2020;2392
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2020;22375
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2020;4924
4551;Aadorf;2014;Bezirk Münchwilen;2020;9198
4724;Eschlikon;2014;Bezirk Münchwilen;2020;4564
4726;Fischingen;2014;Bezirk Münchwilen;2020;2831
4746;Münchwilen;2014;Bezirk Münchwilen;2020;5821
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2020;1588
4711;Affeltrangen;2015;Bezirk Weinfelden;2020;2642
4921;Bussnang;2015;Bezirk Weinfelden;2020;2466
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2020;839
4506;Sulgen;2015;Bezirk Weinfelden;2020;3943
4951;Wigoltingen;2015;Bezirk Weinfelden;2020;2560
4791;Wuppenau;2015;Bezirk Weinfelden;2020;1129
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2020;2478
4421;Horn;2011;Bezirk Arbon;2019;2898
4426;Kesswil;2011;Bezirk Arbon;2019;1000
4431;Roggwil;2011;Bezirk Arbon;2019;3082
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2019;1828
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2019;2858
4571;Gachnang;2012;Bezirk Frauenfeld;2019;4443
4811;Herdern;2012;Bezirk Frauenfeld;2019;1111
4816;Homburg;2012;Bezirk Frauenfeld;2019;1541
4591;Matzingen;2012;Bezirk Frauenfeld;2019;2958
4611;Thundorf;2012;Bezirk Frauenfeld;2019;1486
4871;Wagenhausen;2012;Bezirk Frauenfeld;2019;1711
4643;Bottighofen;2013;Bezirk Kreuzlingen;2019;2295
4646;Ermatingen;2013;Bezirk Kreuzlingen;2019;3521
4666;Kemmental;2013;Bezirk Kreuzlingen;2019;2591
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2019;22193
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2019;1274
4846;Raperswilen;2013;Bezirk Kreuzlingen;2019;413
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2019;4765
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2019;2873
4724;Eschlikon;2014;Bezirk Münchwilen;2019;4464
4746;Münchwilen;2014;Bezirk Münchwilen;2019;5667
4761;Sirnach;2014;Bezirk Münchwilen;2019;7783
4786;Wilen;2014;Bezirk Münchwilen;2019;2515
4711;Affeltrangen;2015;Bezirk Weinfelden;2019;2603
4471;Bischofszell;2015;Bezirk Weinfelden;2019;5963
4476;Erlen;2015;Bezirk Weinfelden;2019;3764
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2019;1987
4941;Märstetten;2015;Bezirk Weinfelden;2019;2884
4946;Weinfelden;2015;Bezirk Weinfelden;2019;11559
4461;Amriswil;2011;Bezirk Arbon;2019;13745
4416;Hefenhofen;2011;Bezirk Arbon;2019;1201
4436;Romanshorn;2011;Bezirk Arbon;2019;11236
4446;Sommeri;2011;Bezirk Arbon;2019;608
4451;Uttwil;2011;Bezirk Arbon;2019;1889
4806;Eschenz;2012;Bezirk Frauenfeld;2019;1833
4566;Frauenfeld;2012;Bezirk Frauenfeld;2019;25622
4590;Hüttlingen;2012;Bezirk Frauenfeld;2019;840
4821;Hüttwilen;2012;Bezirk Frauenfeld;2019;1769
4831;Müllheim;2012;Bezirk Frauenfeld;2019;2995
4841;Pfyn;2012;Bezirk Frauenfeld;2019;2065
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2019;1078
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2019;1334
4683;Lengwil;2013;Bezirk Kreuzlingen;2019;1738
4701;Wäldi;2013;Bezirk Kreuzlingen;2019;1049
4551;Aadorf;2014;Bezirk Münchwilen;2019;9028
4726;Fischingen;2014;Bezirk Münchwilen;2019;2792
4781;Wängi;2014;Bezirk Münchwilen;2019;4742
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2019;1333
4901;Birwinken;2015;Bezirk Weinfelden;2019;1340
4921;Bussnang;2015;Bezirk Weinfelden;2019;2452
4911;Bürglen;2015;Bezirk Weinfelden;2019;3949
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2019;3605
4506;Sulgen;2015;Bezirk Weinfelden;2019;3901
4791;Wuppenau;2015;Bezirk Weinfelden;2019;1118
4401;Arbon;2011;Bezirk Arbon;2019;14718
4406;Dozwil;2011;Bezirk Arbon;2019;684
4411;Egnach;2011;Bezirk Arbon;2019;4687
4441;Salmsach;2011;Bezirk Arbon;2019;1454
4801;Berlingen;2012;Bezirk Frauenfeld;2019;894
4545;Diessenhofen;2012;Bezirk Frauenfeld;2019;4029
4826;Mammern;2012;Bezirk Frauenfeld;2019;658
4601;Neunforn;2012;Bezirk Frauenfeld;2019;1040
4546;Schlatt;2012;Bezirk Frauenfeld;2019;1771
4864;Steckborn;2012;Bezirk Frauenfeld;2019;3736
4606;Stettfurt;2012;Bezirk Frauenfeld;2019;1228
4641;Altnau;2013;Bezirk Kreuzlingen;2019;2280
4651;Gottlieben;2013;Bezirk Kreuzlingen;2019;331
4656;Güttingen;2013;Bezirk Kreuzlingen;2019;1656
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2019;3495
4851;Salenstein;2013;Bezirk Kreuzlingen;2019;1364
4716;Bettwiesen;2014;Bezirk Münchwilen;2019;1223
4723;Braunau;2014;Bezirk Münchwilen;2019;814
4741;Lommis;2014;Bezirk Münchwilen;2019;1208
4751;Rickenbach;2014;Bezirk Münchwilen;2019;2798
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2019;1601
4891;Berg;2015;Bezirk Weinfelden;2019;3444
4495;Hohentannen;2015;Bezirk Weinfelden;2019;584
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2019;846
4951;Wigoltingen;2015;Bezirk Weinfelden;2019;2456
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2019;2436
4416;Hefenhofen;2011;Bezirk Arbon;2018;1193
4436;Romanshorn;2011;Bezirk Arbon;2018;11114
4446;Sommeri;2011;Bezirk Arbon;2018;572
4801;Berlingen;2012;Bezirk Frauenfeld;2018;893
4806;Eschenz;2012;Bezirk Frauenfeld;2018;1741
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2018;2836
4566;Frauenfeld;2012;Bezirk Frauenfeld;2018;25456
4601;Neunforn;2012;Bezirk Frauenfeld;2018;1032
4864;Steckborn;2012;Bezirk Frauenfeld;2018;3742
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2018;1085
4651;Gottlieben;2013;Bezirk Kreuzlingen;2018;337
4656;Güttingen;2013;Bezirk Kreuzlingen;2018;1591
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2018;21990
4851;Salenstein;2013;Bezirk Kreuzlingen;2018;1318
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2018;4635
4716;Bettwiesen;2014;Bezirk Münchwilen;2018;1241
4724;Eschlikon;2014;Bezirk Münchwilen;2018;4357
4781;Wängi;2014;Bezirk Münchwilen;2018;4697
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2018;1341
4901;Birwinken;2015;Bezirk Weinfelden;2018;1321
4471;Bischofszell;2015;Bezirk Weinfelden;2018;5985
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2018;1941
4495;Hohentannen;2015;Bezirk Weinfelden;2018;586
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2018;866
4461;Amriswil;2011;Bezirk Arbon;2018;13460
4406;Dozwil;2011;Bezirk Arbon;2018;695
4411;Egnach;2011;Bezirk Arbon;2018;4702
4421;Horn;2011;Bezirk Arbon;2018;2748
4451;Uttwil;2011;Bezirk Arbon;2018;1856
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2018;1833
4571;Gachnang;2012;Bezirk Frauenfeld;2018;4347
4811;Herdern;2012;Bezirk Frauenfeld;2018;1077
4816;Homburg;2012;Bezirk Frauenfeld;2018;1542
4821;Hüttwilen;2012;Bezirk Frauenfeld;2018;1726
4826;Mammern;2012;Bezirk Frauenfeld;2018;651
4546;Schlatt;2012;Bezirk Frauenfeld;2018;1698
4606;Stettfurt;2012;Bezirk Frauenfeld;2018;1207
4611;Thundorf;2012;Bezirk Frauenfeld;2018;1436
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2018;1341
4641;Altnau;2013;Bezirk Kreuzlingen;2018;2236
4643;Bottighofen;2013;Bezirk Kreuzlingen;2018;2219
4666;Kemmental;2013;Bezirk Kreuzlingen;2018;2537
4551;Aadorf;2014;Bezirk Münchwilen;2018;9004
4726;Fischingen;2014;Bezirk Münchwilen;2018;2783
4746;Münchwilen;2014;Bezirk Münchwilen;2018;5607
4761;Sirnach;2014;Bezirk Münchwilen;2018;7733
4921;Bussnang;2015;Bezirk Weinfelden;2018;2342
4941;Märstetten;2015;Bezirk Weinfelden;2018;2885
4506;Sulgen;2015;Bezirk Weinfelden;2018;3842
4946;Weinfelden;2015;Bezirk Weinfelden;2018;11483
4951;Wigoltingen;2015;Bezirk Weinfelden;2018;2447
4401;Arbon;2011;Bezirk Arbon;2018;14533
4426;Kesswil;2011;Bezirk Arbon;2018;989
4431;Roggwil;2011;Bezirk Arbon;2018;3059
4441;Salmsach;2011;Bezirk Arbon;2018;1443
4545;Diessenhofen;2012;Bezirk Frauenfeld;2018;3985
4590;Hüttlingen;2012;Bezirk Frauenfeld;2018;843
4591;Matzingen;2012;Bezirk Frauenfeld;2018;2895
4831;Müllheim;2012;Bezirk Frauenfeld;2018;2980
4841;Pfyn;2012;Bezirk Frauenfeld;2018;2010
4871;Wagenhausen;2012;Bezirk Frauenfeld;2018;1678
4646;Ermatingen;2013;Bezirk Kreuzlingen;2018;3454
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2018;1295
4683;Lengwil;2013;Bezirk Kreuzlingen;2018;1726
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2018;3476
4846;Raperswilen;2013;Bezirk Kreuzlingen;2018;414
4701;Wäldi;2013;Bezirk Kreuzlingen;2018;1061
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2018;2863
4723;Braunau;2014;Bezirk Münchwilen;2018;778
4741;Lommis;2014;Bezirk Münchwilen;2018;1211
4751;Rickenbach;2014;Bezirk Münchwilen;2018;2771
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2018;1601
4786;Wilen;2014;Bezirk Münchwilen;2018;2512
4711;Affeltrangen;2015;Bezirk Weinfelden;2018;2546
4891;Berg;2015;Bezirk Weinfelden;2018;3406
4911;Bürglen;2015;Bezirk Weinfelden;2018;3835
4476;Erlen;2015;Bezirk Weinfelden;2018;3737
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2018;3584
4791;Wuppenau;2015;Bezirk Weinfelden;2018;1111
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2018;2385
4461;Amriswil;2011;Bezirk Arbon;2017;13382
4426;Kesswil;2011;Bezirk Arbon;2017;999
4441;Salmsach;2011;Bezirk Arbon;2017;1411
4806;Eschenz;2012;Bezirk Frauenfeld;2017;1754
4811;Herdern;2012;Bezirk Frauenfeld;2017;1028
4590;Hüttlingen;2012;Bezirk Frauenfeld;2017;834
4826;Mammern;2012;Bezirk Frauenfeld;2017;648
4831;Müllheim;2012;Bezirk Frauenfeld;2017;2964
4546;Schlatt;2012;Bezirk Frauenfeld;2017;1669
4864;Steckborn;2012;Bezirk Frauenfeld;2017;3765
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2017;1092
4871;Wagenhausen;2012;Bezirk Frauenfeld;2017;1647
4646;Ermatingen;2013;Bezirk Kreuzlingen;2017;3371
4656;Güttingen;2013;Bezirk Kreuzlingen;2017;1604
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2017;21795
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2017;3444
4846;Raperswilen;2013;Bezirk Kreuzlingen;2017;394
4851;Salenstein;2013;Bezirk Kreuzlingen;2017;1271
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2017;4602
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2017;2835
4723;Braunau;2014;Bezirk Münchwilen;2017;770
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2017;1592
4786;Wilen;2014;Bezirk Münchwilen;2017;2496
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2017;1328
4891;Berg;2015;Bezirk Weinfelden;2017;3321
4921;Bussnang;2015;Bezirk Weinfelden;2017;2313
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2017;1938
4495;Hohentannen;2015;Bezirk Weinfelden;2017;602
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2017;3559
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2017;848
4401;Arbon;2011;Bezirk Arbon;2017;14430
4411;Egnach;2011;Bezirk Arbon;2017;4692
4416;Hefenhofen;2011;Bezirk Arbon;2017;1187
4421;Horn;2011;Bezirk Arbon;2017;2737
4446;Sommeri;2011;Bezirk Arbon;2017;565
4571;Gachnang;2012;Bezirk Frauenfeld;2017;4269
4601;Neunforn;2012;Bezirk Frauenfeld;2017;1004
4841;Pfyn;2012;Bezirk Frauenfeld;2017;1992
4606;Stettfurt;2012;Bezirk Frauenfeld;2017;1213
4641;Altnau;2013;Bezirk Kreuzlingen;2017;2206
4666;Kemmental;2013;Bezirk Kreuzlingen;2017;2482
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2017;1307
4741;Lommis;2014;Bezirk Münchwilen;2017;1223
4746;Münchwilen;2014;Bezirk Münchwilen;2017;5538
4761;Sirnach;2014;Bezirk Münchwilen;2017;7703
4781;Wängi;2014;Bezirk Münchwilen;2017;4648
4711;Affeltrangen;2015;Bezirk Weinfelden;2017;2558
4901;Birwinken;2015;Bezirk Weinfelden;2017;1350
4471;Bischofszell;2015;Bezirk Weinfelden;2017;5974
4941;Märstetten;2015;Bezirk Weinfelden;2017;2808
4511;Zihlschlacht-Sitterdorf;2015;Bezirk Weinfelden;2017;2357
4406;Dozwil;2011;Bezirk Arbon;2017;704
4431;Roggwil;2011;Bezirk Arbon;2017;3056
4436;Romanshorn;2011;Bezirk Arbon;2017;10927
4451;Uttwil;2011;Bezirk Arbon;2017;1852
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2017;1807
4801;Berlingen;2012;Bezirk Frauenfeld;2017;907
4545;Diessenhofen;2012;Bezirk Frauenfeld;2017;3889
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2017;2790
4566;Frauenfeld;2012;Bezirk Frauenfeld;2017;25297
4816;Homburg;2012;Bezirk Frauenfeld;2017;1531
4821;Hüttwilen;2012;Bezirk Frauenfeld;2017;1709
4591;Matzingen;2012;Bezirk Frauenfeld;2017;2840
4611;Thundorf;2012;Bezirk Frauenfeld;2017;1451
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2017;1311
4643;Bottighofen;2013;Bezirk Kreuzlingen;2017;2164
4651;Gottlieben;2013;Bezirk Kreuzlingen;2017;348
4683;Lengwil;2013;Bezirk Kreuzlingen;2017;1709
4701;Wäldi;2013;Bezirk Kreuzlingen;2017;1049
4551;Aadorf;2014;Bezirk Münchwilen;2017;8843
4716;Bettwiesen;2014;Bezirk Münchwilen;2017;1239
4724;Eschlikon;2014;Bezirk Münchwilen;2017;4300
4726;Fischingen;2014;Bezirk Münchwilen;2017;2690
4751;Rickenbach;2014;Bezirk Münchwilen;2017;2771
4911;Bürglen;2015;Bezirk Weinfelden;2017;3775
4476;Erlen;2015;Bezirk Weinfelden;2017;3664
4506;Sulgen;2015;Bezirk Weinfelden;2017;3744
4946;Weinfelden;2015;Bezirk Weinfelden;2017;11338
4951;Wigoltingen;2015;Bezirk Weinfelden;2017;2429
4791;Wuppenau;2015;Bezirk Weinfelden;2017;1127
4461;Amriswil;2011;Bezirk Arbon;2016;13293
4406;Dozwil;2011;Bezirk Arbon;2016;727
4411;Egnach;2011;Bezirk Arbon;2016;4681
4416;Hefenhofen;2011;Bezirk Arbon;2016;1243
4421;Horn;2011;Bezirk Arbon;2016;2600
4431;Roggwil;2011;Bezirk Arbon;2016;3050
4441;Salmsach;2011;Bezirk Arbon;2016;1451
4536;Basadingen-Schlattingen;2012;Bezirk Frauenfeld;2016;1811
4571;Gachnang;2012;Bezirk Frauenfeld;2016;4211
4591;Matzingen;2012;Bezirk Frauenfeld;2016;2675
4831;Müllheim;2012;Bezirk Frauenfeld;2016;2930
4841;Pfyn;2012;Bezirk Frauenfeld;2016;1943
4871;Wagenhausen;2012;Bezirk Frauenfeld;2016;1654
4666;Kemmental;2013;Bezirk Kreuzlingen;2016;2453
4681;Langrickenbach;2013;Bezirk Kreuzlingen;2016;1279
4691;Münsterlingen;2013;Bezirk Kreuzlingen;2016;3328
4846;Raperswilen;2013;Bezirk Kreuzlingen;2016;391
4696;Tägerwilen;2013;Bezirk Kreuzlingen;2016;4510
4551;Aadorf;2014;Bezirk Münchwilen;2016;8838
4716;Bettwiesen;2014;Bezirk Münchwilen;2016;1172
4786;Wilen;2014;Bezirk Münchwilen;2016;2482
4471;Bischofszell;2015;Bezirk Weinfelden;2016;5923
4401;Arbon;2011;Bezirk Arbon;2016;14256
4426;Kesswil;2011;Bezirk Arbon;2016;992
4436;Romanshorn;2011;Bezirk Arbon;2016;10770
4545;Diessenhofen;2012;Bezirk Frauenfeld;2016;3745
4561;Felben-Wellhausen;2012;Bezirk Frauenfeld;2016;2743
4566;Frauenfeld;2012;Bezirk Frauenfeld;2016;25058
4811;Herdern;2012;Bezirk Frauenfeld;2016;1023
4816;Homburg;2012;Bezirk Frauenfeld;2016;1537
4821;Hüttwilen;2012;Bezirk Frauenfeld;2016;1701
4826;Mammern;2012;Bezirk Frauenfeld;2016;650
4611;Thundorf;2012;Bezirk Frauenfeld;2016;1459
4616;Uesslingen-Buch;2012;Bezirk Frauenfeld;2016;1075
4621;Warth-Weiningen;2012;Bezirk Frauenfeld;2016;1252
4641;Altnau;2013;Bezirk Kreuzlingen;2016;2161
4646;Ermatingen;2013;Bezirk Kreuzlingen;2016;3302
4651;Gottlieben;2013;Bezirk Kreuzlingen;2016;323
4671;Kreuzlingen;2013;Bezirk Kreuzlingen;2016;21537
4701;Wäldi;2013;Bezirk Kreuzlingen;2016;1050
4723;Braunau;2014;Bezirk Münchwilen;2016;765
4724;Eschlikon;2014;Bezirk Münchwilen;2016;4296
4741;Lommis;2014;Bezirk Münchwilen;2016;1215
4746;Münchwilen;2014;Bezirk Münchwilen;2016;5353
4751;Rickenbach;2014;Bezirk Münchwilen;2016;2768
4761;Sirnach;2014;Bezirk Münchwilen;2016;7697
4781;Wängi;2014;Bezirk Münchwilen;2016;4614
4711;Affeltrangen;2015;Bezirk Weinfelden;2016;2513
4921;Bussnang;2015;Bezirk Weinfelden;2016;2261
4501;Kradolf-Schönenberg;2015;Bezirk Weinfelden;2016;3529
4756;Schönholzerswilen;2015;Bezirk Weinfelden;2016;839
4946;Weinfelden;2015;Bezirk Weinfelden;2016;11241
4446;Sommeri;2011;Bezirk Arbon;2016;549
4451;Uttwil;2011;Bezirk Arbon;2016;1855
4801;Berlingen;2012;Bezirk Frauenfeld;2016;887
4806;Eschenz;2012;Bezirk Frauenfeld;2016;1721
4590;Hüttlingen;2012;Bezirk Frauenfeld;2016;837
4601;Neunforn;2012;Bezirk Frauenfeld;2016;986
4546;Schlatt;2012;Bezirk Frauenfeld;2016;1657
4864;Steckborn;2012;Bezirk Frauenfeld;2016;3740
4606;Stettfurt;2012;Bezirk Frauenfeld;2016;1201
4643;Bottighofen;2013;Bezirk Kreuzlingen;2016;2180
4656;Güttingen;2013;Bezirk Kreuzlingen;2016;1560
4683;Lengwil;2013;Bezirk Kreuzlingen;2016;1682
4851;Salenstein;2013;Bezirk Kreuzlingen;2016;1285
4721;Bichelsee-Balterswil;2014;Bezirk Münchwilen;2016;2820
4726;Fischingen;2014;Bezirk Münchwilen;2016;2680
4776;Tobel-Tägerschen;2014;Bezirk Münchwilen;2016;1594
4881;Amlikon-Bissegg;2015;Bezirk Weinfelden;2016;1301
4891;Berg;2015;Bezirk Weinfelden;2016;3301
4901;Birwinken;2015;Bezirk Weinfelden;2016;1337
4911;Bürglen;2015;Bezirk Weinfelden;2016;3741
4476;Erlen;2015;Bezirk Weinfelden;2016;3636
4486;Hauptwil-Gottshaus;2015;Bezirk Weinfelden;2016;1917
4495;Hohentannen;2015;Bezirk Weinfelden;2016;597
4941;Märstetten;2015;Bezirk Weinfelden;2016;2784
4506;Sulgen;2015;Bezirk Weinfelden;2016;3703
4951;Wigoltingen;2015;Bezirk Weinfelden;2016;2410
4791;Wuppenau;2015;Bezirk Weinfelden;2016;1133
